Gene,n_links,max_abs_r,log2FoldChange,DESeq2_padj
Zm00001d025208,260,0.8830327238540818,1.1642698364761914,0.00010214730697899262
Zm00001d008619,258,0.8845274689084721,-0.5851309808779411,2.982254315898651e-06
Zm00001d016956,253,0.8672616453505578,1.620323941296601,0.00013723050561674982
Zm00001d051238,253,0.8468044382238918,1.2656217034093236,0.0002478629837758683
Zm00001d053715,250,0.7966854639105277,-2.4944345649559034,3.6585183840747e-07
Zm00001d015293,244,0.7873753793305969,-0.42995674729415123,0.0004047129673854779
Zm00001d005539,240,0.8964296314281014,-0.4236838143045614,6.833222524173451e-06
Zm00001d051288,238,0.8554225608236145,1.563940309915437,1.2545624279946083e-06
Zm00001d022619,237,0.8376973479040681,1.6693489033551578,0.0002476039668025757
Zm00001d008283,236,0.8648049352651981,2.943190178703087,2.832125010611025e-08
Zm00001d001773,235,0.7969970471737007,1.3386102185027686,3.940461938258061e-07
Zm00001d021645,229,0.8018715522411557,0.9911019154110201,0.00032592182440200436
Zm00001d019221,224,0.810833965854806,1.3695098367567373,1.8395408704004616e-05
Zm00001d027570,223,0.7962454642507786,0.758827273739227,9.300734809430323e-05
Zm00001d045540,220,0.8244990778072282,1.0309466709072124,0.029597894639166754
Zm00001d034497,219,0.8995703756662721,1.9963771926618215,5.9662536080005e-08
Zm00001d006422,216,0.9060591948272095,-0.40805828395759575,1.2793617543704701e-05
Zm00001d036640,216,0.8836426102910068,2.9519687612075947,1.3619871588770328e-06
Zm00001d034624,212,0.8792632535259411,-0.6527279116883673,7.442731550385976e-05
Zm00001d034569,211,0.8235728310461998,1.1022545199042895,0.0002364822473499627
Zm00001d049602,209,0.8382254544684674,2.391933527920165,0.0006851217738664394
Zm00001d030939,207,0.8403975133391786,0.7131455650625321,4.051239057507031e-05
Zm00001d043519,207,0.7974528272423648,1.1229256463205157,0.00032592182440200436
Zm00001d026387,206,0.8997997204115312,1.3848382784159767,0.0003969318475182193
Zm00001d029563,201,0.820113219226252,1.3111068708553908,0.0005135045957991067
Zm00001d038703,199,0.8203875381609584,0.5001338303283707,0.47767565323321765
Zm00001d045667,197,0.828269252527567,1.0011577697887521,8.010756186620902e-05
Zm00001d044382,194,0.8533332982760757,1.7071816581580206,0.0005789400332008984
Zm00001d044172,193,0.8443786235260858,-0.3671099780049375,0.0006781622122777925
Zm00001d006016,193,0.8399911009586724,2.855332483158089,2.391714350896404e-08
Zm00001d016918,193,0.8296183566900178,-0.7201002627904616,0.00025938830596551995
Zm00001d023617,193,0.8095709412253118,-1.365298321358789,2.8024556073516977e-05
Zm00001d044594,192,0.8587076864282586,3.369237114192762,2.4930761211086237e-05
Zm00001d019298,191,0.9189650103423926,1.7436667079487964,0.0006404989614249381
Zm00001d018036,188,0.8211768616692765,-0.5397130089998443,6.186896405164016e-05
Zm00001d021070,185,0.7972128596663347,-0.5598624032695851,0.00017086075726507527
Zm00001d013635,183,0.826065764205875,1.457051587076432,0.0009121529987891186
Zm00001d046722,181,0.8365917439850764,-1.4496825663546864,0.0003708539139467634
Zm00001d032215,181,0.8276238518297482,1.366433560998734,0.0001018664040409299
Zm00001d023579,179,0.8359372048217021,0.9593178236878117,6.833222524173451e-06
Zm00001d011253,178,0.8265201822870953,3.7372000380071575,7.442731550385976e-05
Zm00001d042779,178,0.8139009436931537,1.7824116263410712,1.768233551333492e-06
Zm00001d015429,176,0.8140667840917373,-0.7307659193528,2.746802057448638e-06
Zm00001d027283,173,0.8487179136527211,2.4050100617971957,1.0326096907957556e-06
Zm00001d008890,171,0.8271077364069501,1.262627009759942,0.0002049302018853826
Zm00001d023371,169,0.8478360513063206,1.0006067134294618,3.220218066348283e-05
Zm00001d023431,167,0.821474426217057,1.0605846577454083,1.94449461041197e-06
Zm00001d040383,165,0.8423109215533156,0.7575376263446558,2.218561625967045e-05
Zm00001d052010,163,0.7864696900210641,1.2107092836553766,0.00017370495627333586
Zm00001d026284,158,0.7885891627214672,0.9853746012343488,0.0007111962295360335
Zm00001d025513,155,0.8649091189603838,0.8176932448132179,0.0005009428282387688
Zm00001d018699,154,0.7712240008196474,-1.6679736354289652,7.192790642963925e-05
Zm00001d017501,153,0.8470814455261645,-0.6775207151187854,4.073193647768695e-06
Zm00001d027655,153,0.8229484305061034,1.7737837943769896,1.210634214820348e-07
Zm00001d051913,153,0.8146168548241761,-0.8398416494470579,0.00024011118156581812
Zm00001d007442,152,0.859589091963386,-0.7928356908962115,2.0132996335997226e-05
Zm00001d012265,151,0.8905293586338598,0.8007813307784929,0.0005378234584600316
Zm00001d029353,151,0.8292645736422254,2.0539935512981957,0.00047526951373421875
Zm00001d038318,151,0.8098327881800084,0.4347280091987232,0.0004172976804371725
Zm00001d014559,150,0.8681402797706629,1.3528518740221274,0.0003988671366339696
Zm00001d044497,149,0.830669868317942,-1.5669510723698754,1.0685639922774941e-15
Zm00001d009938,149,0.8150782023596903,-2.0216709867633447,0.00020886538894122038
Zm00001d014953,147,0.8461517885443236,-0.6218512985481731,0.00025265928377832687
Zm00001d005743,147,0.8299249990055846,-2.3549440515640367,9.225714279220279e-07
Zm00001d049289,138,0.7953033079365458,4.002917064563518,1.889808897518631e-06
Zm00001d023529,137,0.8257348833039834,1.4391558949275849,0.0006281759309079502
Zm00001d001994,137,0.750503257586974,0.8738396815831924,0.0005504700098651171
Zm00001d045581,133,0.8347578089659763,2.6381506677003657,2.982254315898651e-06
Zm00001d044368,132,0.8693296592928692,-1.5231282670340722,2.7477008813288984e-05
ENSRNA049474888,132,0.8641010848592949,5.2948047918007415,8.582821641854521e-07
Zm00001d001852,131,0.9185803345645067,2.391618314524084,0.0005789822500753415
Zm00001d046354,131,0.840850825998061,1.4178088868218086,0.0004820822746397071
Zm00001d024835,129,0.8504099479018926,1.847154036830596,0.0006681613880663212
Zm00001d024936,129,0.8460503850773677,1.1028545811621517,0.10203557299697773
Zm00001d007500,129,0.8230052119979064,0.8511117599093144,3.3214390718227314e-05
Zm00001d029625,129,0.7687918127689195,0.7969167065489398,1.1075240814976346e-06
Zm00001d053409,128,0.7987354755774917,-1.3127003630683485,0.00013217598866743216
Zm00001d041604,127,0.8176307115488591,1.4075321979184976,0.0006462595736160137
Zm00001d028756,126,0.8307477368251864,1.720861813740947,0.00026919280429704614
Zm00001d000183,126,0.8146584131297506,1.6525169585489654,0.00023714340103583767
Zm00001d006088,122,0.7847304119520534,-1.7547124826694103,0.00010987677643000315
Zm00001d002347,121,0.8393370598611923,3.356050775897763,0.0003359534125763426
Zm00001d014019,120,0.8487036156607863,0.9389387711668564,0.000613712062697747
Zm00001d037004,118,0.8130551991651687,-0.7537283972818049,7.017632352086499e-05
Zm00001d021582,118,0.8076235949208326,-0.665654500157653,5.18793780276424e-05
Zm00001d018902,117,0.8369662979055934,1.2056246124337537,8.310457161532656e-06
Zm00001d026563,116,0.787725831664828,0.8150107692284546,0.0006000731396402626
Zm00001d027803,114,0.8117135572556621,1.4570870671098821,2.616136612268831e-05
Zm00001d012488,113,0.8477677882275324,1.94934691154761,0.0003654068687663434
Zm00001d034598,112,0.8160491358431674,1.128312288315164,0.00019196264088049687
Zm00001d051873,111,0.8225158195768493,-1.0239614242632225,1.0326096907957556e-06
Zm00001d046263,111,0.798047856557838,-0.992024317594743,1.3619871588770328e-06
Zm00001d028596,111,0.787621601001435,-0.9872935846070371,1.054922597473816e-06
Zm00001d035367,110,0.9053114219602514,0.8331347218402777,0.07489507321337989
Zm00001d027291,110,0.8490703380969798,1.7417029626242564,4.991290007420791e-05
Zm00001d032181,110,0.821543775594222,1.4046730060600685,0.0001320835825820381
Zm00001d047300,109,0.8179228161805621,3.9689698013766566,5.355593790712925e-06
Zm00001d023213,108,0.8214411503467233,-2.139673658914268,2.615425586316114e-05
Zm00001d036136,104,0.7620209840278864,1.3217813802045253,3.821423481219102e-05
Zm00001d011610,102,0.8668381109362593,-0.9960701634241707,0.00039345674865386507
Zm00001d000077,100,0.7910419464123165,-1.4636064116653071,0.0018135046697969229
Zm00001d017985,100,0.7602600900669337,-0.5834111451284836,8.518126322280792e-06
Zm00001d043560,99,0.7968436631450633,-0.4905214356794116,3.211777694385071e-05
Zm00001d035046,99,0.7921596957947753,-1.1182060539236744,0.00010208498582188682
Zm00001d007267,98,0.8215783554242596,1.156869558403302,0.0006307780894636179
Zm00001d020951,97,0.8554874662528895,-0.6325262354400655,0.16750933610420946
Zm00001d015032,97,0.8035526122608655,-0.24063929339448117,0.647788726144949
Zm00001d040357,97,0.7840368360785699,-0.4735067663217039,0.00016217505479715355
Zm00001d026580,97,0.7669961745652476,0.814665348316443,7.877653708670999e-05
Zm00001d033259,96,0.8062013084363131,1.350083050186965,0.00017079438761775082
Zm00001d004409,96,0.7879171251221139,2.52492642924135,8.796023740764935e-06
Zm00001d006623,95,0.930408033897822,2.8268090749381423,7.382573207118452e-05
Zm00001d012978,95,0.8450055914530817,1.736934450304381,1.923476906777068e-05
Zm00001d029448,94,0.7895333433788626,-0.5127115273617412,0.0003797865328803153
Zm00001d045174,93,0.812006405798707,1.8381369268018353,5.878075527623312e-05
Zm00001d024890,91,0.854859089329334,-0.45466968628444365,2.4694072687611394e-05
Zm00001d029680,91,0.8073806511845434,1.2858975662266074,9.990080243134511e-05
Zm00001d007345,90,0.8545783109412093,2.107561710720637,2.0132996335997226e-05
Zm00001d050775,90,0.8214992601442807,-6.073856527963129,4.106483063935594e-17
Zm00001d013705,90,0.7744100753080343,1.8299179044332132,0.00033052504912134065
Zm00001d033169,89,0.8365688039168632,2.343029100044942,3.2603621509117784e-05
Zm00001d016551,88,0.8092389967261895,1.2457578479358205,0.026832144513049997
Zm00001d036638,88,0.7910889903030813,3.1129992119477192,0.00044882678125981996
Zm00001d026692,87,0.929547946582479,3.9471400745650818,0.00015215681741203676
Zm00001d048950,87,0.8429054208358628,2.058390482638774,3.220218066348283e-05
Zm00001d028400,87,0.8151284689062446,0.3116985565676062,0.5433640089698297
Zm00001d023481,87,0.7560883794223844,3.281695617044386,4.502569080231188e-06
Zm00001d007296,86,0.829046182559025,0.7951801706091598,2.2341844871111662e-05
Zm00001d004681,85,0.8677476392561019,-0.8232927874163621,0.20220057655313087
Zm00001d013910,85,0.8417337851616312,-0.28916703358003176,0.0007079834798559467
Zm00001d035926,85,0.7979345625939085,-1.4000689494145686,1.0386052627635383e-08
Zm00001d051687,85,0.7822972481332762,0.7966716997495699,0.1759997939320362
Zm00001d032042,84,0.7923780711426484,1.5593177068317123,0.0005933483838169626
Zm00001d049469,84,0.7720716758302865,2.1232655267027947,0.000516419531803543
Zm00001d020429,83,0.9045140844587476,-0.7374857085530209,0.0005610655740256584
Zm00001d000116,82,0.7787726507136861,-0.6447417590734471,8.868220241264783e-05
Zm00001d042830,81,0.8430458131700793,1.1556930801153154,0.00023747486473132482
Zm00001d022111,81,0.7989196024248618,1.8758051570187992,0.00044765700789947444
Zm00001d023713,80,0.7788674559794053,-1.8210123511181868,0.000375004616625374
Zm00001d017988,79,0.8169823091614046,0.7637688767669375,0.00032162675041503836
Zm00001d004804,78,0.8189069660651629,-0.8706854732599935,0.0005639008233740545
Zm00001d051900,78,0.795278340506302,1.084665187405946,3.345982587488141e-06
Zm00001d009117,78,0.7786644317480801,1.45360894306654,0.0006742512787461923
Zm00001d032291,77,0.8179428837701668,2.5526130684361523,0.0006735013243966899
Zm00001d043904,77,0.8160353400181677,1.6788311355160073,0.0012518819226847767
Zm00001d051310,77,0.8017082362621099,-1.343018854796189,0.02927386696103256
Zm00001d048098,76,0.8105972907886368,-1.254671192355054,0.0003797865328803153
Zm00001d015224,75,0.8345182472646399,1.4236177249571125,0.004272003390570299
Zm00001d048373,75,0.8064215385874586,1.3827060187718208,0.0056461068256322185
Zm00001d021051,75,0.7949410428430356,-0.912943477367517,7.82220563106454e-06
Zm00001d002132,75,0.7914856947746813,2.989826831104403,0.0003130772475115052
Zm00001d047587,75,0.7651946168943287,0.5723171603378151,4.944991051153941e-05
Zm00001d031586,74,0.8061093625392549,2.179828233742446,9.076288678643822e-05
Zm00001d048604,74,0.7990380836520569,-1.079887237163178,6.619224663869646e-06
Zm00001d050793,74,0.792795800169733,-0.542514893155814,1.8210977081546175e-05
Zm00001d033710,74,0.7747849357359246,-1.635684990487207,0.0004935060040385717
Zm00001d017611,73,0.9945176647664973,3.073457343151859,7.469675691776335e-06
Zm00001d039350,73,0.8432651729213186,-0.7670686611932298,0.08395681475511975
Zm00001d021822,73,0.8416242833837843,2.452313170608194,0.0006851217738664394
Zm00001d028835,73,0.8187239111386948,1.1693843386553204,0.00015490709947968675
Zm00001d036025,73,0.8165614423463126,1.8062311167830722,0.00026769579224539985
Zm00001d044434,72,0.8319800053727704,0.7710321698274888,0.00014398673758007617
Zm00001d006771,72,0.7492549823374618,0.559095155199491,0.0003515980418932542
Zm00001d020506,71,0.7803497190012553,0.7515626361454057,0.00017690816270666063
Zm00001d028366,71,0.7788282015440747,1.5738635589910253,0.0001287181329124951
Zm00001d034801,71,0.7621484949445594,-3.3850948838760537,2.57020529898803e-05
Zm00001d002669,71,0.7599282576651668,1.8360201986082012,0.00014906593225455812
Zm00001d042035,70,0.81301337501021,1.3297870536555296,0.001401908850351389
Zm00001d030670,69,0.8989058291028243,0.5421725432138481,0.39858835943721577
Zm00001d029806,69,0.87184977641624,1.826295305322827,1.2141422625353413e-06
Zm00001d033935,69,0.8327103183979708,0.6682854126959182,0.0005811493872368385
Zm00001d019507,69,0.8122368839350963,0.9065018493990864,0.0006206271065490064
Zm00001d038288,69,0.7796711360101646,1.575371023186156,5.459803716217816e-05
Zm00001d020607,68,0.770915554433255,1.2031750796470382,1.4959612947828985e-06
Zm00001d020160,67,0.8018419342631495,1.9958740006684048,0.0003723213308999287
Zm00001d011828,67,0.7747024450521206,-0.7464871234929563,0.00020895012241210298
Zm00001d016349,66,0.8312209721000449,-0.5005381273346067,0.0007014886332294851
Zm00001d027325,66,0.7681031963892976,-0.7277337029002818,6.088281252464458e-05
Zm00001d048662,65,0.7955062540975061,-1.8472524659632836,0.014297193229288577
Zm00001d028923,63,0.8412363715418227,-0.47054517006292346,0.00047036957632682757
Zm00001d006010,63,0.7976544847474895,1.105860261172436,0.003491136652861842
Zm00001d053975,62,0.832178964606645,1.4182017103897273,0.00014906593225455812
Zm00001d003950,62,0.7933150338137144,0.7572022446313511,9.41740482262642e-05
Zm00001d029052,61,0.8226361233107672,1.6168531439054121,1.4226119084106858e-05
Zm00001d048044,61,0.809411265439078,-1.048581473014684,0.20739399801069902
Zm00001d037542,61,0.8002405428197121,-1.5288808946817969,4.2792954035413156e-05
Zm00001d010439,60,0.8963552446287448,4.13125888538191,3.7110192982202926e-05
Zm00001d046961,60,0.8280063649592069,0.9274720644854492,0.062372940729216585
Zm00001d043856,60,0.7932354709235674,-2.4055252300577306,6.359627280119305e-05
Zm00001d024712,59,0.8638772748743183,1.8573660418956346,8.010756186620902e-05
Zm00001d005489,59,0.8344751130574697,1.5970606768016418,0.000251491338774356
Zm00001d027841,59,0.8254124738886488,-0.5320289297930635,0.0001427411422305513
Zm00001d006130,59,0.8094653912126296,1.4026611489093053,0.0001728565728279879
Zm00001d006195,59,0.773898956789995,1.2341344916528552,0.0003359872450132323
Zm00001d028718,58,0.8460444437576352,0.22521883815397,0.7420993496970153
Zm00001d001928,58,0.8115986070972568,1.5464463226428382,0.00010559681416682406
Zm00001d002974,58,0.7865537033059681,1.1132550888391595,0.015659455860475256
Zm00001d034809,57,0.8007103141077995,0.679731689068758,0.0006462595736160137
Zm00001d021754,57,0.7885370942311699,-0.34949630628347245,6.945850155167664e-05
Zm00001d000195,56,0.8194551569072014,-0.9251161291605853,8.136183081107079e-05
Zm00001d001856,55,0.8411674017784232,-0.7942156951310086,5.5335743551717855e-05
Zm00001d016591,54,0.7858424877999279,-0.5483597096694356,1.298625996331219e-05
Zm00001d036761,54,0.7685137106590062,-1.1508454133551411,8.16053852243211e-07
Zm00001d050154,53,0.8839342880874871,4.175828738100601,3.288312733185128e-07
Zm00001d053240,53,0.8771797714964019,3.410897707287703,2.218561625967045e-05
Zm00001d044748,53,0.8529343671467422,2.158382981234446,7.593902922500593e-08
Zm00001d024700,53,0.8166832783162217,1.5879258361293336,1.0506911765983142e-05
Zm00001d012887,53,0.8132129436511858,2.752169555175638,1.308133919342932e-05
Zm00001d020228,52,0.7717185961510059,0.6197081634768891,6.833222524173451e-06
Zm00001d048466,51,0.799477770228711,1.052181500966242,0.03044221813482568
Zm00001d043924,50,0.8409983045681281,2.641734049777888,6.300897087749414e-05
Zm00001d038954,50,0.7901585214530815,1.2706998741529996,0.02046654071556658
Zm00001d037228,50,0.7623412704324877,1.8602674079417576,7.798467866803871e-05
Zm00001d002051,49,0.8064634309379339,-1.3020293490665216,0.0001693970249699604
Zm00001d012260,49,0.7720862019156954,0.7855499936379828,0.00032592182440200436
Zm00001d025055,49,0.7707960117022142,-1.1489220993989662,0.00032592182440200436
Zm00001d006419,49,0.758290376454688,-1.5577156501097202,2.4578891415561775e-05
Zm00001d027290,47,0.797768736204581,2.5017483136106553,8.086045366244422e-06
Zm00001d033948,47,0.769261639871358,1.7340699686122478,0.003816208148593035
Zm00001d031898,47,0.759564650094628,-0.5332641654004975,1.3993164228506155e-05
Zm00001d023411,46,0.8209742778946314,-3.1516768888431193,1.4959612947828985e-06
Zm00001d036973,46,0.7840156841168007,-1.3602735372117698,0.018243813070086434
Zm00001d008462,46,0.7820818991537014,-1.392818341592471,0.004769554331372606
Zm00001d039991,45,0.8244270095289074,1.840962927412907,0.0006818108486066661
Zm00001d021726,45,0.7529971942332921,-0.9842454776828292,0.0002150774142126529
Zm00001d021130,44,0.8697351848918271,4.415023001766966,0.00010987677643000315
Zm00001d036023,44,0.8126604551077428,1.9375868462296744,0.0006203119113397037
Zm00001d011299,44,0.793625401819546,-1.140198742136149,2.4694072687611394e-05
Zm00001d006676,44,0.7844207700114083,1.6087301370630525,0.00038958265386517806
Zm00001d031685,43,0.8116490990693531,-2.977417636563586,6.612817178047781e-05
Zm00001d049061,43,0.8087197456676151,-1.195883426238805,1.3213774513641968e-05
Zm00001d002693,43,0.7974960338984981,1.1516697742867854,0.0006742512787461923
Zm00001d032504,43,0.7884151201228197,2.051519261071753,8.086045366244422e-06
Zm00001d016982,43,0.7861091456601195,3.0868849259088518,3.982103485606457e-07
Zm00001d003148,43,0.7625666185311492,2.1019854504710977,1.298625996331219e-05
Zm00001d041225,42,0.7914878293130144,2.142333386429623,0.004588331920175869
Zm00001d008797,41,0.858880013315083,4.358250264735023,5.769037233919353e-06
Zm00001d031648,41,0.7800738199593645,-0.4156991423890396,0.0006206271065490064
Zm00001d033607,41,0.7764837232570504,0.16936018478281475,0.8026481931447467
Zm00001d028616,41,0.766762507937973,-1.4754138244584458,6.300897087749414e-05
Zm00001d024583,40,0.8449047317498635,-0.43888266262767944,0.00017370495627333586
Zm00001d018428,40,0.8193992449371148,0.20044108551904655,0.752785923984157
Zm00001d000357,40,0.8056749461170675,-0.6581355639744223,0.0002467653727905311
Zm00001d029525,40,0.7995356372124056,0.7919306010919359,0.15652778506633022
Zm00001d036922,40,0.7693229424558357,1.8994736358510729,0.0005521104573091135
Zm00001d020694,40,0.7354809537112142,-1.0993239423613008,5.182798643564526e-08
Zm00001d003693,39,0.8769696840332237,3.299310953274365,3.342342509162179e-06
Zm00001d001858,39,0.7776366017206476,-1.3497263372481914,0.0006425463069788857
Zm00001d003301,39,0.7671206845786638,-1.038233058490071,7.666299605907751e-05
Zm00001d012387,39,0.7571060821054053,2.566104069426378,0.00032592182440200436
Zm00001d047234,38,0.8411194154206658,-3.1954431610702954,3.1095291632040924e-05
ZeamMp095,38,0.8216254768398645,-1.4891591135840763,0.00015784127838992603
Zm00001d013294,38,0.8074993589136684,-1.9473455668461617,0.0001728565728279879
Zm00001d034107,38,0.8037307729080893,-1.18332553149587,0.0006206271065490064
Zm00001d048859,38,0.7847867846048318,-3.2094115091829267,2.207289283728678e-06
Zm00001d047833,38,0.7532360921811704,-0.5423817722005311,0.0005135045957991067
Zm00001d029490,37,0.8145553806761318,-0.6624316527036812,0.00026904436936795763
Zm00001d043684,37,0.8139010607418278,1.9910927365161675,3.940461938258061e-07
Zm00001d052420,37,0.812800110169626,0.5679755406236667,0.0005670458378056166
ENSRNA049475591,37,0.7929261341142678,-1.252528931625987,0.0715044398272138
Zm00001d017449,37,0.770969132552516,0.5666187510226882,0.00012218287642709938
Zm00001d013632,37,0.7678402335800096,0.7682256700726793,6.13070542627009e-05
Zm00001d051125,37,0.7399726416972784,1.5505681957079496,4.452075325649091e-05
Zm00001d020954,36,0.8540574856584587,1.764720004441155,6.712184073633165e-05
Zm00001d027642,36,0.8128030041910864,-4.667048990074769,6.263801785143049e-05
Zm00001d001770,36,0.7984273664686685,-1.8825010986641415,0.04553667473227446
Zm00001d031979,36,0.7829191335770779,0.518295880401672,0.0002087650695002475
Zm00001d037059,36,0.7762138394736232,-1.1312016983271378,0.00010233487553965715
Zm00001d038908,36,0.7566662757973733,1.6786200752959375,0.0016240565234682833
Zm00001d012939,36,0.7552861922109625,-0.046817683052184464,0.9580574565151988
Zm00001d037982,36,0.7533680778487084,-0.972034352253126,0.0002364822473499627
Zm00001d018701,36,0.747328772555614,-0.31796640966062373,0.6357037489814303
Zm00001d028004,36,0.7368468756935581,2.628245434031337,6.063722206518373e-08
Zm00001d026046,35,0.8128834749051767,2.1038453284123366,0.0003137660400011711
Zm00001d007349,35,0.7524990873846608,-0.08942290048894405,0.9017126724964641
Zm00001d029605,35,0.7433723499168882,-3.754234578468644,2.5310145350115106e-06
Zm00001d034872,34,0.8701689367409777,-2.691856963304761,3.982103485606457e-07
Zm00001d020408,34,0.78269363228573,2.298129819727655,0.00039345674865386507
Zm00001d031677,34,0.781820594640002,0.8346673371550453,0.1866050515627547
Zm00001d052261,34,0.7629655678511852,-2.230596619291171,3.6278867557824953e-07
Zm00001d040242,34,0.7488204559723214,2.050133261972655,0.00030212623322215356
Zm00001d018220,34,0.7436318438992032,1.2216263714752977,0.0022308656809889183
Zm00001d020614,34,0.7329641457835675,1.2240091687709789,0.021273379897475485
Zm00001d052063,34,0.7285847628246803,1.1409169805512878,0.00039345674865386507
Zm00001d044534,33,0.8215236073034423,3.0451344303975603,2.57020529898803e-05
Zm00001d042395,33,0.7672676336617994,-0.4560390950355471,0.0005670458378056166
Zm00001d036237,33,0.7308341299135421,2.774939524861247,8.687177734532646e-07
Zm00001d043156,33,0.7138266220712945,0.686795008906285,2.1156830686683152e-05
Zm00001d037160,32,0.8373918779423093,1.1900057749481352,1.764306755029081e-05
Zm00001d039417,32,0.836200432477159,3.487150018950475,4.8398950291604624e-06
Zm00001d007616,32,0.8263507409003349,-2.426171958877145,0.00020282914824633238
Zm00001d027070,32,0.7941568667808195,-2.5576683978842896,0.0002265020121055918
Zm00001d032220,32,0.7812487085432487,2.5067652165948098,6.541787187813794e-05
Zm00001d015700,32,0.7302414002382175,1.09092532253748,0.00014398673758007617
Zm00001d011351,32,0.7272807147918396,0.5680541874874254,0.00020282914824633238
Zm00001d048006,31,0.8173145405511643,1.4272675481678232,6.833222524173451e-06
Zm00001d001871,31,0.806009169601792,1.8009886557259134,0.00032604036742813896
Zm00001d017640,31,0.7995736306979345,1.300758944007394,0.0006832303552565289
Zm00001d028745,31,0.7433576929568176,1.3009986253648829,0.004163896278172195
Zm00001d037851,30,0.8162748412808106,3.1610980191793763,5.769037233919353e-06
Zm00001d036998,30,0.8131331560165858,2.8193417993630603,0.000711656509537967
Zm00001d047387,30,0.7833079911761195,-1.232479565072484,0.18086333108603597
Zm00001d011132,30,0.7774884456474969,-1.4436835928237655,1.0326096907957556e-06
Zm00001d038211,30,0.7689277877675672,1.7376136368354953,0.0006203119113397037
Zm00001d047367,30,0.7638398058433861,0.5587273649754083,0.36569456964564545
Zm00001d005952,29,0.8089887228781536,3.8555415953626775,2.0655934379960878e-07
Zm00001d009820,29,0.7757683865565341,2.5441924066022374,0.0003180317008816795
Zm00001d041455,29,0.735871473658716,-1.097475965215009,1.668624166822935e-06
Zm00001d046765,28,0.8001099459677167,1.4890427861329714,0.0008907775633076094
Zm00001d017720,28,0.7783658654952326,-1.2745622615740184,8.136183081107079e-05
Zm00001d004586,28,0.7756406177337886,1.390621854678726,0.00032592182440200436
Zm00001d037381,28,0.7665415839095625,-0.3648746602716,0.0005639008233740545
Zm00001d005281,28,0.7562062729009301,-0.4299495777324177,0.0006814824454218385
Zm00001d030114,28,0.7237118979315472,-0.7039544483935954,0.22347637403038115
Zm00001d029710,27,0.7773647037014233,4.603362034830618,0.0001427411422305513
Zm00001d022188,27,0.7726473024750468,0.01876481580216443,0.9789039639983066
Zm00001d034164,27,0.7710593666744937,-1.853963943377598,8.858367732895786e-05
Zm00001d012994,27,0.757791118318247,-2.029236556876225,1.919211624865971e-05
Zm00001d021414,27,0.7526731025937738,-1.112116045325988,0.000314440026325521
Zm00001d043249,26,0.7595014585341425,-0.7957669321528277,0.00032592182440200436
Zm00001d005978,25,0.848331871754171,0.25905427177903306,0.6823466686959404
Zm00001d020310,25,0.7698937246835963,-0.7722455796729819,1.035548810973035e-06
