Gene,log2FC_metabR_v_metabS,t,p,FDR
Zm00001d046970,-0.4186660793590151,-1.5603775934732438,0.1251814014431621,0.44120059342593476
Zm00001d006064,0.42542647123798716,1.5566424267066785,0.125189372997908,0.44120059342593476
Zm00001d042117,0.21922582542288538,1.5566356873712641,0.12519128266032659,0.44120059342593476
Zm00001d027699,-0.3245691372849322,-1.5716172962696249,0.1251992876388772,0.44120059342593476
Zm00001d021968,-0.28086132228544125,-1.556660695351638,0.1252562402592541,0.44120059342593476
Zm00001d053753,-0.19515560120120679,-1.5584551034030298,0.12527504460343114,0.44120059342593476
Zm00001d016729,0.5036376591928002,1.564690426152787,0.12528480700468245,0.44120059342593476
Zm00001d016122,-0.36404329737200264,-1.556832122546833,0.12531669470991189,0.44120059342593476
Zm00001d041229,-0.3584368043241666,-1.5613530548172097,0.12533764139246384,0.44120059342593476
Zm00001d044723,-0.43226469582930793,-1.5577914776100792,0.12537897440910759,0.44120059342593476
Zm00001d023559,-0.5649481273944075,-1.5567754783494965,0.12538037693653994,0.44120059342593476
Zm00001d051990,-0.3801855028518244,-1.5595559496915505,0.12538116948625957,0.44120059342593476
Zm00001d007706,-0.42850008851488663,-1.5561318977578051,0.12539126809835965,0.44120059342593476
Zm00001d013025,0.5038398166827578,1.5575383637211484,0.1253970022726302,0.44120059342593476
Zm00001d011889,-0.32203339627523064,-1.5565989640248377,0.12540822261645093,0.44120059342593476
Zm00001d037684,0.4782551813405087,1.5571993939018332,0.12557921126576338,0.44173038348746596
Zm00001d029620,0.29901949784850856,1.5623237993666785,0.12562680327313294,0.4417394460899419
Zm00001d043547,-0.3635037658663374,-1.5640261294174649,0.12564260062735166,0.4417394460899419
Zm00001d005118,-0.37825221450692226,-1.557512137315431,0.12564298736805912,0.4417394460899419
Zm00001d043707,-0.40395597753825996,-1.554594145393426,0.12572526450595747,0.44195696065129925
Zm00001d021805,0.24832129400939795,1.5540677196644836,0.12583600646004867,0.44227444958381656
Zm00001d039596,-0.23883162429266602,-1.5566707214511,0.12588115622064783,0.44236133670917044
Zm00001d042349,0.43406882429561744,1.5537040240955353,0.1259065681582886,0.4423788458379979
Zm00001d042973,-0.4683669217767239,-1.5688803968931035,0.12602310463010927,0.44269741740345886
Zm00001d037784,-0.4688337553826174,-1.5532519998348775,0.126038125902481,0.44269741740345886
Zm00001d032441,-0.24311912677033565,-1.563882957352458,0.12614833941194073,0.44287206770377746
Zm00001d013863,-0.19815556465942485,-1.5526997116953962,0.12615985685672204,0.44287206770377746
Zm00001d009398,-0.5075157961068335,-1.553020542886638,0.1261616057995856,0.44287206770377746
Zm00001d011720,-0.47356317862562314,-1.55364410343583,0.1261696585233492,0.44287206770377746
Zm00001d052682,-0.4803113758230477,-1.5539971378778212,0.1262225279386408,0.4429858379227436
Zm00001d007130,-0.38734388801573294,-1.552129213288179,0.12628903868209204,0.4429977448678884
Zm00001d036031,-0.14919048243596933,-1.5561842082189021,0.12630382071231244,0.4429977448678884
Zm00001d013272,-0.3975284039788063,-1.5521147787114253,0.126309841467805,0.4429977448678884
Zm00001d002332,0.48588617742482576,1.5545679496113844,0.12631192157036525,0.4429977448678884
Zm00001d053080,-0.3793565298198369,-1.5605786442549194,0.126328210702836,0.4429977448678884
Zm00001d009939,-0.47039327684651955,-1.5517209033520705,0.1264084686921139,0.4430879871032976
Zm00001d032771,0.35420278797431815,1.5514792530606687,0.12642227011082327,0.4430879871032976
Zm00001d009352,-0.15670266328577398,-1.5525301714181812,0.12644128024037185,0.4430879871032976
Zm00001d007202,-0.40001196144324047,-1.5519937482859614,0.1264506177905133,0.4430879871032976
Zm00001d041390,-0.33405387479869586,-1.5541953179832764,0.12647338135786143,0.4430879871032976
Zm00001d025777,-0.3213020762125307,-1.5569821006361932,0.12647671784822584,0.4430879871032976
Zm00001d040784,-0.4619626971349744,-1.5612042381773623,0.12651782101197423,0.4430983962424105
Zm00001d053724,0.5170517466489004,1.5510694404320444,0.1265349977516124,0.4430983962424105
Zm00001d042923,-0.32447309288640724,-1.5638232198223279,0.12654107704641482,0.4430983962424105
Zm00001d016493,0.27721637895079765,1.5547680509139907,0.12661809431873097,0.4431919317809819
Zm00001d006793,-0.4820113831422903,-1.551821145880749,0.12662006899154074,0.4431919317809819
Zm00001d026457,0.26685148875331394,1.5543830158269687,0.12662919007707282,0.4431919317809819
Zm00001d036560,0.4121985335378531,1.550483361224995,0.12669068759304025,0.4433355121428076
Zm00001d037125,-0.4170831233980894,-1.5541816487507396,0.12673211055800362,0.4434088095044451
Zm00001d021645,0.4749947729466193,1.5527562557278636,0.12675995116563016,0.4434345690695566
Zm00001d003659,-0.5279293067768385,-1.5497838400916597,0.12685509964405184,0.4436957402184297
Zm00001d026091,0.34786391187618904,1.5573806570365343,0.12690629613665924,0.4437122960978783
Zm00001d040334,-0.1580898462363436,-1.5514913682111513,0.12690962473391226,0.4437122960978783
Zm00001d007795,-0.14246591448552143,-1.5493416749149196,0.1269629510766774,0.4437122960978783
Zm00001d029366,0.5462932801532943,1.5492569486593188,0.12696736224679975,0.4437122960978783
Zm00001d046774,-0.3682163913734835,-1.550468721064818,0.12697539445124648,0.4437122960978783
Zm00001d006421,-0.3525031930507794,-1.5531446315024209,0.127007330826535,0.4437122960978783
Zm00001d028894,-0.3233597368048251,-1.5542535605044283,0.1270101772686868,0.4437122960978783
Zm00001d002506,-0.169581373539929,-1.5512035656596996,0.1270356894022391,0.4437122960978783
Zm00001d035514,0.19537528696338935,1.5489054705467185,0.12704425213848922,0.4437122960978783
Zm00001d010703,-0.43639971836513936,-1.5494319080607515,0.12707450049883853,0.4437463689407918
Zm00001d013469,-0.46058555042256066,-1.5509300822506205,0.1271780896912867,0.444022394168294
Zm00001d051760,-0.5562136008632388,-1.549208738103225,0.12720656465783786,0.444022394168294
Zm00001d025739,-0.3700942183011744,-1.5586761035308756,0.12721506111665723,0.444022394168294
Zm00001d015481,0.49743569882384764,1.5494338123264115,0.12724366905825873,0.44405067039283397
Zm00001d011069,-0.3379423933352792,-1.5488110301554698,0.12729766863277195,0.4441675340918536
Zm00001d042142,-0.5733158505009892,-1.5559587000778512,0.1273729554811052,0.4443586238098682
Zm00001d038929,-0.20726106470846428,-1.547342741115445,0.12741725657603448,0.44439484414511254
Zm00001d029066,-0.37076259231033326,-1.5569723923782792,0.1274410329963478,0.44439484414511254
Zm00001d022324,-0.2720890593434184,-1.5479318191767246,0.12744490542814949,0.44439484414511254
Zm00001d032815,0.41709147721845063,1.5497805551569532,0.12748172124489143,0.4444504893108045
Zm00001d005547,-0.44620947496671537,-1.5514921917482587,0.12750989222312642,0.4444504893108045
Zm00001d048686,-0.26805670503564544,-1.5469569496812803,0.12753045908697777,0.4444504893108045
Zm00001d040144,-0.31689741376092834,-1.5536873126848185,0.12754482039328568,0.4444504893108045
Zm00001d039038,-0.2735459062924632,-1.5471822533020194,0.12757602428937204,0.4444504893108045
Zm00001d021205,0.4251525356835147,1.5519844158609841,0.1275842661090467,0.4444504893108045
Zm00001d041405,-0.4070260645109518,-1.5465581167488474,0.12760831888845756,0.4444504893108045
Zm00001d032327,-0.31899822166578984,-1.5551065610464874,0.12762506430842258,0.4444504893108045
Zm00001d012420,0.8351790728883497,1.5462624737315966,0.12774064447988928,0.4447814625450269
Zm00001d053626,0.6115788538604372,1.5459025465912062,0.12779700136056582,0.4448720521969471
Zm00001d049660,-0.45417009896731475,-1.5457782835199052,0.12780819040458094,0.4448720521969471
Zm00001d031666,0.7901826345668534,1.5456456423824534,0.12782829540821117,0.4448720521969471
Zm00001d034692,0.2782887504238871,1.5485069406822012,0.12785629476723862,0.44489799242966177
Zm00001d041293,-0.31510184018913456,-1.5455085392398162,0.12788295506849803,0.4449192655933895
Zm00001d038536,-0.3770034478860085,-1.5589716224808734,0.12791850777808925,0.44492688253924917
Zm00001d046953,-0.519231184299481,-1.5532530894592473,0.12792623860207653,0.44492688253924917
Zm00001d016619,-0.43382078308971916,-1.5518398523404777,0.12795009937553758,0.4449384056331927
Zm00001d031636,0.2949145407810825,1.5564186047139836,0.12800577360507137,0.44499800282946606
Zm00001d014669,0.293099002675687,1.5450831719506377,0.12803226490405215,0.44499800282946606
Zm00001d017458,-0.3973379151081593,-1.5448329569428831,0.12804389169651495,0.44499800282946606
Zm00001d038944,0.38795553482176715,1.5501185075999258,0.1280494391627599,0.44499800282946606
Zm00001d045940,-0.4216639092129143,-1.544626147619681,0.12808359828889423,0.44500290019334143
Zm00001d013777,-0.37036586988486153,-1.5445849633695343,0.1280919496123163,0.44500290019334143
Zm00001d008491,-0.41700231703208956,-1.5447131803323586,0.12821845822539565,0.4453709487347959
Zm00001d036055,-0.3291661241587449,-1.5436644451159902,0.12830461580229302,0.4455987410718289
Zm00001d039250,-0.3194913048602315,-1.5507781618646093,0.12835176483434038,0.4456910063699177
Zm00001d025115,-0.30187320807849016,-1.5563188777453352,0.12841666222622022,0.4458448619282624
Zm00001d051840,-0.41966274700320616,-1.5439892900219847,0.1284601134927992,0.44592422211815874
Zm00001d005652,-0.18799412321131392,-1.551818332680401,0.128496722328695,0.4459688733123598
Zm00001d028859,-0.4214573170592033,-1.5508312461518068,0.1285237516036634,0.4459688733123598
Zm00001d050935,-0.3433978158651798,-1.5478197189346772,0.1285347620921048,0.4459688733123598
Zm00001d010915,-0.3360276074599957,-1.5457618691998156,0.1286070335275736,0.44604584552061394
Zm00001d050008,-0.4600497587274637,-1.5471179508856103,0.1286105662772788,0.44604584552061394
Zm00001d048134,-0.3391235638166954,-1.54976102827319,0.12861874293113112,0.44604584552061394
Zm00001d012237,-0.44209716416645284,-1.5456999171008883,0.12866804767269382,0.44614538099351675
Zm00001d005127,-0.49071159551174937,-1.550459175902371,0.12869632087649932,0.4461719712231374
Zm00001d016942,-0.4551749690762712,-1.5425470474125316,0.12876821214867054,0.446210918279991
Zm00001d006033,-0.30888030375786,-1.5422360772318715,0.12876878228744976,0.446210918279991
Zm00001d026614,-0.43890491458140635,-1.54189727465636,0.1287693741725161,0.446210918279991
Zm00001d007145,-0.612059205766831,-1.5436799342006593,0.12887506702439666,0.44628029282383636
ENSRNA049464940,-0.22318731698245226,-1.5430666027170805,0.12888821955261953,0.44628029282383636
Zm00001d030939,0.3578425396910738,1.5495664188175258,0.12890368507734645,0.44628029282383636
Zm00001d009077,-0.33944445088300057,-1.5527934657274851,0.1289118583309342,0.44628029282383636
Zm00001d040839,-0.5730331090641441,-1.541654911561666,0.1289216289841565,0.44628029282383636
ENSRNA049479467,0.33996789683155115,1.5434697798075117,0.12893273072826197,0.44628029282383636
Zm00001d048962,-0.17956502433078642,-1.5449791029103075,0.12893762897746877,0.44628029282383636
Zm00001d015721,0.3762154245660081,1.5416327725371013,0.1289542713678186,0.44628029282383636
Zm00001d043863,-0.37762162566509616,-1.5463065908471463,0.1290636938713637,0.4465876042011041
Zm00001d038064,0.6220345884290315,1.5402559334305543,0.12913035441190795,0.4467282796989291
Zm00001d049704,-0.37848919240890355,-1.5402824137790436,0.12915138070457788,0.4467282796989291
Zm00001d025057,-0.3309199091822359,-1.5440629042345815,0.12916623991849058,0.4467282796989291
Zm00001d024701,-0.41015787765002854,-1.539993020695197,0.12923000481385066,0.44681138870763815
Zm00001d033307,-0.47399474924327345,-1.5404380878046644,0.1292315381673565,0.44681138870763815
Zm00001d019164,-0.4874480581664531,-1.5400565348250304,0.12926470096068776,0.4468546990106534
Zm00001d001884,-0.3943134752765882,-1.5410366311951804,0.12931129787594228,0.44694442844463755
Zm00001d049016,0.32904409015119906,1.5393934489089618,0.12936774934732195,0.4470681845462671
Zm00001d013028,-0.3152959845265295,-1.5400264430979622,0.12940876585167566,0.44713856961100756
Zm00001d013057,-0.5088374648408682,-1.538595984707035,0.12953513568261998,0.44747549371893164
Zm00001d005945,-0.19575890566308113,-1.5416674467189522,0.12954760645257146,0.44747549371893164
Zm00001d031689,-0.44989391638508436,-1.5385173072407512,0.12959112665473502,0.4475544268870226
Zm00001d010946,-0.2760219758154552,-1.5390394363779472,0.12967035535364724,0.44775663766988955
Zm00001d016720,0.33999375211524896,1.5395885236574507,0.12970218083971977,0.4477837087832966
Zm00001d030892,-0.43154909114753837,-1.5401299546574416,0.12971955320945874,0.4477837087832966
Zm00001d041620,-0.17856512189830642,-1.5455696467578004,0.12974970722250556,0.4478093266302295
Zm00001d008559,-0.35015166691102384,-1.5380343044904072,0.12977024712120874,0.4478093266302295
Zm00001d021596,-0.5422243859282432,-1.5377622885392437,0.1297890151441452,0.4478093266302295
Zm00001d036496,0.44550190834661807,1.5408271266656348,0.1298261261222893,0.44786600845181657
Zm00001d023881,-0.4466568627403862,-1.5412481382328191,0.1299142753739492,0.4480727618583666
Zm00001d048053,-0.4206169727045901,-1.5388535445701323,0.1299293507664628,0.4480727618583666
Zm00001d010583,-0.38953640477228024,-1.5537014452906992,0.12994813634758207,0.4480727618583666
Zm00001d006308,-0.3140951354017254,-1.5453751676175214,0.13010573372682532,0.44854474735244004
Zm00001d007819,0.488043863059882,1.5373753350732076,0.130167417698244,0.44868264032638927
Zm00001d004300,-0.33243755666550623,-1.538833574945221,0.1301871723086129,0.44868264032638927
Zm00001d014756,-0.39028237816546674,-1.5361362815414705,0.13023774671223248,0.44872795371640023
Zm00001d043778,0.3058522114127997,1.5362938527021714,0.1302417654524603,0.44872795371640023
Zm00001d009570,0.3761816828028025,1.535333250165651,0.13033375970238958,0.44875724886434304
Zm00001d012083,-0.4091906663410272,-1.5404848577436199,0.13034528197591602,0.44875724886434304
Zm00001d013262,-0.40109634584150355,-1.5355889451581408,0.13035209531615394,0.44875724886434304
Zm00001d004936,-0.3161452178477635,-1.5354748769143032,0.13035456191411143,0.44875724886434304
Zm00001d011835,-0.3911189394448371,-1.5359326726461515,0.13035831670444648,0.44875724886434304
Zm00001d021692,0.5301189178436272,1.5373690835595755,0.13039245774896982,0.44875724886434304
Zm00001d041569,-0.37841469809714035,-1.5406457094829047,0.13039533618982388,0.44875724886434304
Zm00001d028205,-0.3873797310977618,-1.5363189938244803,0.13042070809947137,0.44877324220339315
Zm00001d038720,-0.7859061466231623,-1.5356166126751403,0.1304539094722385,0.44881616709752986
Zm00001d029940,-0.24658000320507606,-1.5375913716764873,0.13050895882509864,0.4488815786267008
Zm00001d048997,-0.17514194309396824,-1.5349321083427732,0.13052906908358677,0.4488815786267008
Zm00001d053667,-0.3310720908321647,-1.5351417004152565,0.13057368900325392,0.4488815786267008
Zm00001d008080,0.3805868200654341,1.545547963271609,0.13062438564476275,0.4488815786267008
Zm00001d011315,0.5248541923290619,1.5345259697250497,0.1306412264651399,0.4488815786267008
Zm00001d028571,-0.3012287084436851,-1.5418081270316315,0.1306614912786007,0.4488815786267008
Zm00001d008176,-0.3555084537188691,-1.5400365856188714,0.1306622188422239,0.4488815786267008
Zm00001d008648,0.3125268420346523,1.5338981421847564,0.13068594926652694,0.4488815786267008
Zm00001d017427,-0.18993779303584846,-1.5357735332266962,0.13069199392582265,0.4488815786267008
Zm00001d011900,-0.43275617817885825,-1.5371485299307366,0.13070062011371544,0.4488815786267008
Zm00001d013615,0.6584107464493045,1.5343329368145386,0.13071760055892315,0.4488815786267008
Zm00001d030916,-0.1359246552396547,-1.5337509883117315,0.1307216788962767,0.4488815786267008
Zm00001d028562,-0.32918931536241475,-1.5386204423116085,0.1307930277882017,0.44898128778132895
Zm00001d003817,-0.4332741244977165,-1.534732680955504,0.1307986716704146,0.44898128778132895
Zm00001d028611,-0.4351552313184618,-1.5333821085100818,0.13081291884235727,0.44898128778132895
Zm00001d042519,-0.43544377768924747,-1.5339419241102135,0.13088492885621053,0.44906270590945335
Zm00001d002507,0.5993819936482345,1.5460147828316781,0.130902847312474,0.44906270590945335
Zm00001d026056,-0.40269214478050586,-1.5335732968965905,0.13091752956069894,0.44906270590945335
Zm00001d005027,-0.30515857533735957,-1.5436911384596772,0.1309195927960829,0.44906270590945335
Zm00001d047162,-0.3058473770553962,-1.533228504929625,0.13101492225840738,0.44928516717803024
Zm00001d015519,-0.2997241715838129,-1.5344316190749094,0.13104061845888162,0.44928516717803024
Zm00001d014912,-0.4356848501196029,-1.5387556058139102,0.13104669418566728,0.44928516717803024
Zm00001d042624,0.22218063059014526,1.5343903420409255,0.1310999881114925,0.4492993107265882
Zm00001d025695,0.3804731849467442,1.542380052736725,0.13111024105267666,0.4492993107265882
Zm00001d042508,0.285986872461635,1.5338808488683808,0.13113493820246816,0.4492993107265882
Zm00001d015242,-0.48864051662377284,-1.5333774146461099,0.13115361865528163,0.4492993107265882
Zm00001d053963,-0.41913221695589886,-1.532034515289094,0.13116217273710964,0.4492993107265882
Zm00001d051634,-0.4135383831503354,-1.5339836964736109,0.13120627615699568,0.4492993107265882
Zm00001d046510,-0.4046361740265425,-1.5369956358503383,0.131211378625786,0.4492993107265882
Zm00001d042729,0.1920513402392947,1.5326351623923842,0.13121681172231198,0.4492993107265882
Zm00001d048690,-0.4294453201214665,-1.5314672404960044,0.13128707817521834,0.4494688364910953
Zm00001d054016,-0.36918109602860083,-1.5394912489661414,0.13130846191918324,0.4494709823582033
Zm00001d029036,0.42144716612730804,1.5340120550668215,0.1314614211689357,0.44969864142620536
Zm00001d018441,-0.36624675755533276,-1.5307536885786728,0.13146972168857562,0.44969864142620536
Zm00001d047853,0.5156465149162017,1.5330612565313726,0.1314832336160387,0.44969864142620536
Zm00001d009572,-0.33474302990283533,-1.5402849341501157,0.13149250830683412,0.44969864142620536
Zm00001d007508,-0.46878635259978463,-1.5355119305038323,0.1315138784112484,0.44969864142620536
Zm00001d044327,0.5530171480798645,1.5372749521493279,0.13151699914136503,0.44969864142620536
Zm00001d025903,-0.41931376462507464,-1.533295981921206,0.13152034248416727,0.44969864142620536
Zm00001d013444,-0.3128560468536383,-1.5376842714531234,0.1315742876176877,0.4497669830101924
Zm00001d025575,0.4333624665456004,1.5304404237795999,0.13160010191670285,0.4497669830101924
Zm00001d002257,0.24206442977595977,1.5305630835433512,0.1316026417452932,0.4497669830101924
Zm00001d019981,-0.23344702267319306,-1.5308303099587384,0.13166655084922066,0.4498412110093637
Zm00001d028569,-0.35785671784722783,-1.539201605798781,0.131672801078794,0.4498412110093637
Zm00001d013765,-0.381721858601495,-1.5309210071295063,0.13170135757305257,0.4498412110093637
Zm00001d042660,0.35064167856513784,1.5299240434338102,0.13170745718109197,0.4498412110093637
Zm00001d049387,0.3518763496706043,1.5326151748906451,0.13180874363460338,0.4500334939374076
Zm00001d037857,-0.5331073332465488,-1.531983485400352,0.13181502606901155,0.4500334939374076
Zm00001d011611,-0.2833720694196433,-1.5292799996776467,0.13182610381661478,0.4500334939374076
Zm00001d011709,0.4525492562864457,1.5300285991348086,0.13186786160039207,0.45005176447195
Zm00001d013223,-0.45271164155361676,-1.5321315678764236,0.13188041093292163,0.45005176447195
Zm00001d034032,0.21959794132838129,1.5290060751464276,0.13189380702590722,0.45005176447195
Zm00001d050198,-0.3833398294803638,-1.5289880837047816,0.13192207426613042,0.45007729575528416
Zm00001d002942,-0.3870945973877715,-1.5309097272615848,0.13194608717418266,0.4500883068162809
Zm00001d042209,0.2199300389925584,1.5384919204059349,0.13198981686819147,0.45016656079127704
Zm00001d045744,-0.3269179796560575,-1.5336032686849435,0.13205016325726546,0.45030145435792535
Zm00001d034424,-0.3150301900124811,-1.528413410925293,0.13209367893448531,0.45037892042943556
Zm00001d013156,-0.17031016288272038,-1.5277913698331749,0.13221157448029205,0.4506882350973702
Zm00001d049097,0.717529587842352,1.528938603661614,0.13222602556449584,0.4506882350973702
Zm00001d006688,0.35159773071192024,1.527465100518637,0.1323348728727505,0.4509622273476448
Zm00001d022776,-0.5956132019150047,-1.5327308749442086,0.13234806293499043,0.4509622273476448
Zm00001d030266,-0.3926920922817745,-1.5353410361073683,0.13237688092109076,0.45098945554834796
Zm00001d043784,-0.34471190887676517,-1.5304197423261845,0.13245710331739816,0.4511917752453893
Zm00001d008721,0.38262803549667335,1.5316641893197216,0.1325169584356923,0.4512910904370988
Zm00001d014187,-0.3457149429169095,-1.5291991035525987,0.13252794144682328,0.4512910904370988
Zm00001d017474,0.21091899651307033,1.5283069539995089,0.13258954221753988,0.4513783207799121
Zm00001d001908,-0.5581996459406602,-1.5262947479351152,0.13261048639055048,0.4513783207799121
Zm00001d049553,-0.1699097040543922,-1.528787096140474,0.13261609295288634,0.4513783207799121
Zm00001d039745,0.41321488361045566,1.5259965414879022,0.13264056787131193,0.4513902854154316
Zm00001d008224,0.35890613364253277,1.5278527036466665,0.13266129936195653,0.4513902854154316
Zm00001d026630,-0.18703269962483926,-1.528762272596659,0.13268482230789871,0.4513993939128419
Zm00001d002450,0.5320636765582085,1.52558697008548,0.1327700300565132,0.45150116194098655
Zm00001d025111,-0.18536770943917436,-1.5329116975208406,0.1327991670230583,0.45150116194098655
Zm00001d013609,0.479357543871775,1.526061579202372,0.13284216348580735,0.45150116194098655
Zm00001d020821,-0.4090308196626937,-1.530064293120417,0.13284705553248993,0.45150116194098655
Zm00001d027366,0.5293493121318638,1.5260914017095564,0.13285724339789512,0.45150116194098655
Zm00001d009004,-0.3183268677039166,-1.5330743112365974,0.13286569361701664,0.45150116194098655
Zm00001d044506,-0.3100856997315029,-1.539583102593387,0.13289784733309307,0.45150116194098655
Zm00001d000196,0.27974671296315723,1.5313133632480773,0.1329019026834881,0.45150116194098655
Zm00001d027943,0.4303157821402017,1.526287187805428,0.13291536551341385,0.45150116194098655
Zm00001d020603,0.39415352672320836,1.5255081447182928,0.1329239363765407,0.45150116194098655
Zm00001d044836,0.5065728040227468,1.5256319603769628,0.1329508781205903,0.45150116194098655
Zm00001d045221,-0.6648403195000101,-1.529520759779608,0.13298547154869073,0.45150116194098655
Zm00001d007770,-0.3677948906570512,-1.5378946421858393,0.1329857952738345,0.45150116194098655
Zm00001d021203,-0.3686010335886807,-1.5265441516021565,0.13305993092152496,0.451545406668872
Zm00001d007038,-0.44942572073540665,-1.5277343938887922,0.1330646952580506,0.451545406668872
Zm00001d002091,-0.4189258730793457,-1.5291385006848515,0.13307668214020824,0.451545406668872
Zm00001d051749,0.37668508844446014,1.524293521419048,0.1330822381712728,0.451545406668872
Zm00001d052336,0.366866223914039,1.524458220334846,0.13312570735122262,0.45155256459096693
Zm00001d046900,-0.44464457629352694,-1.5318559804983374,0.13312605395533078,0.45155256459096693
Zm00001d028415,-0.43150994456725167,-1.5341126567223047,0.13326903292285158,0.4518504663129541
Zm00001d048721,-0.4442686436732055,-1.5237350679591966,0.13329373516179088,0.4518504663129541
Zm00001d047210,0.6644359576746788,1.5232727156841908,0.1333205719087431,0.4518504663129541
Zm00001d048109,0.40765221432638143,1.5242953014054543,0.13337084421230366,0.4518504663129541
Zm00001d022267,-0.4396446940765715,-1.5246729270984152,0.13338473701907774,0.4518504663129541
Zm00001d003784,-0.3880959248422938,-1.5335548978274696,0.13339898736923209,0.4518504663129541
Zm00001d047727,0.4891684453374818,1.5229183469203145,0.13340809928312145,0.4518504663129541
Zm00001d051103,0.6568919245933753,1.5235902220823594,0.1334158922226888,0.4518504663129541
Zm00001d041580,-0.3640771221383243,-1.5230282413570448,0.13344066785835335,0.4518504663129541
Zm00001d006520,0.3514364827963481,1.522789250404598,0.13344331825466388,0.4518504663129541
Zm00001d042634,0.45560118041272624,1.5330237274650589,0.13344341609270075,0.4518504663129541
Zm00001d003149,0.24816944575547956,1.5233129486135397,0.13347757204167043,0.4518954573155615
Zm00001d025021,0.36948599946784744,1.5247156402727695,0.13351866835823023,0.4519639275643454
Zm00001d027415,0.5454980472058886,1.523709970348584,0.13355383504703366,0.45201230761307704
Zm00001d024365,0.412398437039448,1.5221940395551,0.13359123902345854,0.45206824344647156
Zm00001d008322,-0.29197013699162344,-1.5318614745095207,0.1336260024541381,0.4521152276784229
Zm00001d038700,-0.4526385749853654,-1.523675328214041,0.1337544025086177,0.45247896140003246
Zm00001d022048,-0.36320690376628706,-1.5297740265939594,0.13384324681889367,0.4526862399836276
Zm00001d013023,0.4273343725259475,1.5233498427739707,0.13386135020184586,0.4526862399836276
Zm00001d009131,-0.40866726509786844,-1.5221623796513848,0.13387839109888017,0.4526862399836276
Zm00001d012336,0.47956106605660276,1.5206768830561357,0.13408765226381736,0.453301345882791
Zm00001d033537,0.3094311256824893,1.5270955885358097,0.1341021715029629,0.453301345882791
Zm00001d021300,0.2812170431066964,1.5201024742802876,0.13416299208460614,0.45343615273920107
Zm00001d045537,0.41396604618132526,1.5198479921187622,0.13420720587166363,0.4535147996168858
Zm00001d033994,0.24316982796297903,1.5242538104774528,0.13423153920270595,0.45352625212909886
Zm00001d035267,-0.3770645398427055,-1.5221130011578208,0.13429863800311628,0.45367816324152455
Zm00001d034590,-0.32508266023637056,-1.5281495728794803,0.13431840327613437,0.45367816324152455
Zm00001d014554,0.3613325772582284,1.5259003987291833,0.13438211806453132,0.45371160641301833
Zm00001d037894,0.7717150331468225,1.5198818129445526,0.1343955905706837,0.45371160641301833
Zm00001d013398,-0.4475186369585695,-1.5189156964365091,0.13441014788176256,0.45371160641301833
Zm00001d039512,0.20592227884964842,1.5192660542921992,0.1344121157818192,0.45371160641301833
Zm00001d005882,-0.33247162023950627,-1.5304806627947931,0.1344835439961524,0.4538819609870144
Zm00001d003669,-0.5171230921385268,-1.5218358954284745,0.1345147026274398,0.4539163738031139
Zm00001d052989,-0.3843732800109936,-1.51879245708368,0.13457501271114813,0.4539414002142519
Zm00001d052916,-0.35178919834186284,-1.5347080169261038,0.13457909542636354,0.4539414002142519
Zm00001d007080,-0.31114103424756934,-1.5299597266279517,0.13459096357704137,0.4539414002142519
Zm00001d005516,-0.30771010525869347,-1.528321530187666,0.13460597260440157,0.4539414002142519
Zm00001d048541,-0.32400095586865696,-1.5245496053647134,0.13465711451530912,0.45404315753885144
Zm00001d014186,-0.35507114606580226,-1.5246047371318394,0.13477304518669728,0.45407564626691393
Zm00001d036966,-0.33378616932543537,-1.5249180792999368,0.13478427224488312,0.45407564626691393
Zm00001d027944,-0.2235677284424784,-1.517656813649299,0.13480289845481586,0.45407564626691393
Zm00001d043789,0.6973671436774416,1.5173131280125123,0.13481360498545117,0.45407564626691393
Zm00001d034097,-0.2692452742778355,-1.5179378383386202,0.13482112112719352,0.45407564626691393
Zm00001d013177,-0.4601899076985958,-1.517584524806073,0.13484412315106914,0.45407564626691393
Zm00001d023293,-0.2458275754428017,-1.5216658753270316,0.13484413782170948,0.45407564626691393
Zm00001d047992,-0.4659932060539007,-1.5179739976653426,0.13484700187471343,0.45407564626691393
Zm00001d031338,-0.4242716858949933,-1.52237116775596,0.13485547617726626,0.45407564626691393
Zm00001d009745,0.3673232923237242,1.5248008828685737,0.13492447867074514,0.45418400105696033
Zm00001d042764,-0.39765901856480657,-1.5177565633668693,0.1349417914671922,0.45418400105696033
Zm00001d021512,-0.3935083706158191,-1.519764415261892,0.13496665260743315,0.45418400105696033
Zm00001d052143,-0.23630225658430049,-1.5179859846758328,0.13497155476131614,0.45418400105696033
Zm00001d003525,0.34700247657382266,1.518334288009758,0.1350161107487616,0.4542315759308913
Zm00001d030652,-0.39777588722819157,-1.5175386105739042,0.13502881509446663,0.4542315759308913
Zm00001d044876,-0.4379694792652685,-1.525433788895055,0.13505801887791397,0.4542315759308913
Zm00001d003248,-0.27530980166736185,-1.5173128394753024,0.13506959995469703,0.4542315759308913
Zm00001d009945,0.5268865792631434,1.5200373640707439,0.13509810983811277,0.4542569053469711
ENSRNA049478140,-0.7420070002768373,-1.517162199955509,0.13518115803001712,0.4542859180302181
Zm00001d053633,-0.2453354745175398,-1.5165340887570016,0.13518835186745168,0.4542859180302181
Zm00001d031217,0.42376162174571297,1.5173519478206983,0.13519220623675016,0.4542859180302181
