Gene,log2FC_RvS,t,p_welch,FDR_welch,p_wilcoxon,FDR_wilcoxon
Zm00001d043479,-0.6241969705168575,-3.034859433952914,0.003226952074893074,0.06269705555560601,0.0025562967290620187,0.053276274659392636
Zm00001d045391,1.2103303667848981,3.038533764843718,0.0032283742931791216,0.06269705555560601,0.0012480263378418874,0.03518849260368259
Zm00001d042395,-0.320479447680472,-3.037921195398409,0.0032339438883661996,0.0627370756217485,0.0036020508903358834,0.06367249794231283
Zm00001d052093,0.3952443756782289,3.035320745304595,0.0032382271742696232,0.0627370756217485,0.0037047495274648927,0.06422950061467156
Zm00001d025914,0.7393119489803868,3.0491691538048364,0.0032401592534989647,0.0627370756217485,0.08634984774578386,0.32786596582276056
Zm00001d031601,0.5091912843021918,3.05631528532697,0.003242023996524271,0.0627370756217485,0.0017954543743940584,0.042912548590650045
Zm00001d003931,0.6765129173894415,3.0337507740730496,0.003246653196322923,0.06275074613033065,0.00947426540828224,0.10472472850992529
Zm00001d003159,0.5182458783746497,3.0544472583466167,0.003251567359723227,0.06275074613033065,0.015582323918687736,0.1337905004501444
Zm00001d023580,-0.9586389388933858,-3.0344470549097733,0.003252541597323375,0.06275074613033065,0.0021451422382866526,0.04749581802439588
Zm00001d008273,-0.6436651300806386,-3.0372636996052464,0.003254321968428988,0.06275074613033065,0.005162295197872208,0.07688056410916423
Zm00001d020910,0.5767726016262991,3.0311547054479737,0.003259326706795825,0.06275675377815887,0.0009736626639759557,0.03114282322856033
Zm00001d027519,-0.5706084602210177,-3.061671913550315,0.0032604298513174805,0.06275675377815887,0.0006440297295396051,0.024903249577590374
Zm00001d022466,-0.900493290980652,-3.0526382114963577,0.003273000011025958,0.06294275509658623,0.00811571346121039,0.0964531609709384
Zm00001d039156,-0.62533233217383,-3.062681022128687,0.003289624496916513,0.06320632551573217,0.0002809839531186725,0.01592781811736056
Zm00001d045298,0.6390944478472882,3.029237377674104,0.003301848729187604,0.06331513218345781,0.004755990069633058,0.07361415937657916
Zm00001d015671,-0.9794392455349928,-3.0254166294545057,0.003304849834681708,0.06331513218345781,0.0037047495274648927,0.06422950061467156
Zm00001d022338,-0.26978175541537297,-3.027286629256194,0.003306969490571233,0.06331513218345781,0.004888090613002617,0.0746450734372064
Zm00001d020137,1.0070575213558381,3.0253884319050948,0.0033069832132396225,0.06331513218345781,0.003126351051024557,0.05938421549025066
Zm00001d006182,0.41468827175933254,3.038280333273723,0.003312980693716466,0.06337392574358335,0.007309677139019229,0.09278062647615615
Zm00001d006679,-0.4796414135824396,-3.0335899521427274,0.003316003274360379,0.06337575896116475,0.009970244811477794,0.1070380174257512
Zm00001d007435,0.4443595805469993,3.024197967183194,0.0033203380625011687,0.06340264586014135,0.004142703286677492,0.06770271469412409
Zm00001d020775,-0.59284647987071,-3.0260823109612778,0.0033315184656115796,0.06356008885846091,0.004378847567402643,0.07013281451518996
Zm00001d008992,-0.24780171955613106,-3.0283949567283055,0.003352673032538217,0.06389236269624024,0.007907074200395334,0.09528090413765196
Zm00001d044555,0.7760830724067644,3.025749336484268,0.003354835891088259,0.06389236269624024,0.0019631621520457177,0.04498445845544759
Zm00001d049494,0.4406320970597551,3.054848338874311,0.0033737761179743592,0.06419661516574408,0.024918789847762766,0.17255883446224973
Zm00001d010617,-0.2789490984899323,-3.043129471794332,0.003377648935325151,0.06420841033771114,0.04588968747788786,0.24077908714470164
Zm00001d033193,-0.5717816869112553,-3.057620665442246,0.0033803263962773945,0.06420841033771114,0.009596152419506478,0.10554897602108249
Zm00001d017152,-0.38695647385222465,-3.0222139394902823,0.0033904221788702026,0.06430177668715793,0.0032166400923749213,0.06004579703472978
Zm00001d033917,0.6155691628467892,3.016618416678172,0.0033945760451804087,0.06430177668715793,0.006070299406296496,0.08458575504758321
Zm00001d029475,0.5230611256094567,3.037677037810608,0.003395526390982647,0.06430177668715793,0.021210154097760482,0.15886706220439484
Zm00001d020521,0.5505629951409287,3.0159698382646782,0.0033999985783918,0.06430177668715793,0.0014105107377203991,0.037384577129250335
Zm00001d026846,-0.3554120343244141,-3.0389065832149456,0.0034050415531688043,0.06430177668715793,0.026076548369831337,0.1766223266813662
Zm00001d005584,-0.5607428802281262,-3.0176933201896627,0.0034058311680639783,0.06430177668715793,0.010757613437323583,0.11066287951154626
Zm00001d022032,-0.7307129219751349,-3.0206116923245565,0.0034060283485808696,0.06430177668715793,0.0013681552339149627,0.036802526006452924
Zm00001d001770,-1.1173810446349768,-3.019771671070972,0.003411730066442134,0.06435331259471949,0.020243059037492517,0.15494634160405196
Zm00001d023420,0.31794145467104223,3.047468322164018,0.0034294702722135135,0.06463163557398731,0.0028691713140520866,0.05673884532829578
Zm00001d046574,0.7536983097352463,3.0125233945778906,0.0034376719431435513,0.0647191090577402,0.0004496219668322371,0.020033156522191897
Zm00001d012687,0.7387905282679101,3.031584738947682,0.0034430221506289846,0.0647191090577402,0.01596304117571492,0.13534208833944042
Zm00001d050928,0.7492190363451368,3.011630349423805,0.0034449283329437445,0.0647191090577402,0.002952668946694011,0.05775708524996577
Zm00001d033471,-0.5978551069979314,-3.0124281708401206,0.003446066904201277,0.0647191090577402,0.0037047495274648927,0.06422950061467156
Zm00001d029125,0.5554456352529781,3.0204489048580543,0.0034524325997471223,0.06475037731231414,0.004501437649622688,0.0712009721438493
Zm00001d004591,0.6493985441602268,3.011746323105518,0.00345371228390703,0.06475037731231414,0.00011711049870219633,0.01052245119874423
Zm00001d022427,-0.628919351083546,-3.020985300013346,0.003460431808313994,0.06482023389033843,0.004142703286677492,0.06770271469412409
Zm00001d013831,1.1582554100464728,3.016476392257504,0.0034699690077813943,0.06494270431676603,0.0034528520652655713,0.06230671551771723
Zm00001d014392,-0.3734214636815344,-3.026955737213903,0.0034858667769055414,0.06518390257954455,0.002593622339139803,0.053898558667690305
Zm00001d039305,0.7427768799537495,3.005999163670532,0.003505386613116591,0.06547615977603245,0.0015449378366970982,0.03940410355222493
Zm00001d014983,0.5295796298543562,3.006796130370578,0.0035075434257041487,0.06547615977603245,0.0022749205189812882,0.049310439357378194
Zm00001d043181,0.5628286117251293,3.0028764951721705,0.0035336122146459037,0.06590597665455848,0.0062349026816766765,0.0855580371793579
Zm00001d007548,0.3438541340539197,3.012992835314011,0.0035392434044773267,0.06595419679909813,0.009234626028466957,0.10312872203219366
Zm00001d038807,0.9015695316073831,3.0060290978303947,0.003545141176487907,0.06600729753711879,0.004142703286677492,0.06770271469412409
Zm00001d018335,-0.6984251763706655,-3.0022422946886844,0.0035493057507130035,0.06602806419754242,0.015209619162572666,0.13237503751862884
Zm00001d032617,0.7133532938842815,3.0009251123580203,0.0035540167876579637,0.06605895237763566,0.012499950294346307,0.1196613278840738
Zm00001d043274,-0.5002144743902575,-3.0506413953030753,0.0035693065509091624,0.06628624704407118,0.010226802940149807,0.10855450532647251
Zm00001d013202,-0.771007438091984,-3.0016612748284066,0.003599612487700612,0.06679178132705145,0.004501437649622688,0.0712009721438493
Zm00001d042115,0.8076079518130477,2.999308221222419,0.0036032723962128115,0.06680244903047279,0.010757613437323583,0.11066287951154626
Zm00001d034173,-0.34458029912374977,-3.033396365974486,0.003613181961839394,0.06692886415882826,0.0037047495274648927,0.06422950061467156
Zm00001d028987,-0.5778964018942023,-3.011650073147303,0.003618328273630011,0.06696690635656774,0.006070299406296496,0.08458575504758321
Zm00001d017199,-1.2627243968545598,-2.995282386800565,0.003629652056808213,0.06708354846801476,0.0015449378366970982,0.03940410355222493
Zm00001d020118,-0.8557601908925396,-3.0638405148655385,0.0036340173757584927,0.06708354846801476,0.08474945553582655,0.3246355404515811
Zm00001d035874,0.44486473893221756,2.9928634597777104,0.003639911400393433,0.06708354846801476,0.009970244811477794,0.1070380174257512
Zm00001d015481,0.8075802252203341,3.0113552683748277,0.003640466784883439,0.06708354846801476,0.016749083664965827,0.13917293080628165
Zm00001d016822,0.4582187440583656,2.9930051260601758,0.003642212567175952,0.06708354846801476,0.0034043832582438768,0.06163755440970979
Zm00001d049602,0.3264975721905907,3.0216594749330397,0.003643218481499278,0.06708354846801476,0.0017425467033405672,0.0421598953230577
Zm00001d003195,0.7164743367092248,2.9924914713483357,0.003650536700654064,0.06716119092265344,0.0036020508903358834,0.06367249794231283
Zm00001d034076,0.7692989141379325,3.0056300874566495,0.003659878486575851,0.06722699493661977,0.0055997133713744755,0.08110782163461062
Zm00001d014525,-0.2696797106025626,-2.993849424026887,0.003660950316459831,0.06722699493661977,0.004501437649622688,0.0712009721438493
Zm00001d045631,-0.9135873803384338,-3.0598585622379546,0.0036634272663346877,0.06722699493661977,0.06225356709603649,0.2796180754817619
Zm00001d030364,-0.7183513386614615,-3.066380373057181,0.003671401006440836,0.067316272136723,0.021961653506185716,0.16280645156554108
Zm00001d042533,0.6855047714536373,3.001843414856445,0.0036748748421002717,0.06732296093979635,0.0007441236522419447,0.027017313215352726
Zm00001d039350,-1.234306236879723,-2.9971703279608795,0.0036821316999666046,0.06739888404993817,0.003126351051024557,0.05938421549025066
Zm00001d034969,0.5072793499025496,3.0001530013520465,0.0036914567669479293,0.06746653514369676,0.00900041079404275,0.10150775798656339
Zm00001d005281,-0.4694664449720021,-3.0280153912289296,0.0036920589334663643,0.06746653514369676,1.9949956776441374e-05,0.004595706000394271
Zm00001d014102,-0.9523805895624218,-3.016066011556146,0.0036963684707095367,0.06748833293823298,0.02221724971237969,0.1632481592371462
Zm00001d044443,-0.6273726105729462,-2.986363764604163,0.0037125972531637207,0.06772753236731863,0.0030383782661820517,0.058639075736101734
Zm00001d047504,0.8229342071262364,2.9853969876392576,0.0037225173248291027,0.06785133851165773,0.006576216018758339,0.08763161948934958
Zm00001d026628,0.8070348101966234,2.986922557282649,0.0037262761319108006,0.06786272780521149,0.0007092561684556302,0.026163940496998668
Zm00001d025208,0.772817744835721,3.0002151480496297,0.0037324454030169605,0.06790763177599642,0.002952668946694011,0.05775708524996577
Zm00001d018790,0.8589965078576763,3.023882507743438,0.0037350138286326657,0.06790763177599642,0.1633276624258394,0.44984701121459253
Zm00001d032422,0.4761655618804316,3.0017207601054947,0.0037383256638321327,0.0679108254401183,0.026076548369831337,0.1766223266813662
Zm00001d027596,-0.8309771540423312,-2.9838147078265784,0.0037507669207968632,0.068008938630716,0.004378847567402643,0.07013281451518996
Zm00001d044593,0.22381332791054476,2.983081679070081,0.0037517259837296273,0.068008938630716,0.0016910759985122098,0.04151764135122833
Zm00001d004726,-0.36809107495798254,-3.06265582856724,0.0037544203379447187,0.068008938630716,0.06349766028846605,0.2821047057625039
Zm00001d023450,0.5119811213949716,2.9917076992874048,0.0037562893969860685,0.068008938630716,0.001173434307930015,0.034152616268705034
Zm00001d030105,-0.6807530856088834,-2.994741889490386,0.003766272471760421,0.06806233187063332,0.009719435586313774,0.10554897602108249
Zm00001d029272,-0.4533051064595197,-2.983088188082633,0.003766971856310272,0.06806233187063332,0.002022184549748549,0.04575588739838566
Zm00001d015893,-0.47201679295552434,-3.0377442919154674,0.0037712422568376243,0.06806233187063332,0.0004963508207746487,0.021410320065845104
Zm00001d035569,0.45413542972782084,2.981817521596322,0.003771811131650503,0.06806233187063332,0.004085501841090489,0.06758400066231737
Zm00001d014085,-0.4529740363328907,-3.02220461177783,0.00377581596424412,0.06807380920201131,0.0012480263378418874,0.03518849260368259
Zm00001d018336,0.8109826007186482,2.9894160434750656,0.003785368447302046,0.06807380920201131,0.00034430465561938943,0.01741956311397724
Zm00001d026420,0.8184776942442555,3.008249731521775,0.0037864587657211635,0.06807380920201131,0.0421956328976883,0.22997841297924554
Zm00001d026627,0.48368314617901764,3.0131545099271437,0.0037879523704875016,0.06807380920201131,0.007309677139019229,0.09278062647615615
Zm00001d015464,-0.24352902121464037,-2.9826293636760526,0.0037911104473266166,0.06807380920201131,0.001498870820393463,0.03896344387130858
Zm00001d044869,-0.5983663786051006,-3.0191202821757255,0.0037913094069283106,0.06807380920201131,0.0007092561684556302,0.026163940496998668
Zm00001d049421,-0.43469746500349615,-2.9875275500582186,0.0038125338861485438,0.06834208524619423,0.0017425467033405672,0.0421598953230577
Zm00001d053625,0.5766363828230263,2.9774451022323873,0.003812562989627904,0.06834208524619423,0.0039181723029848205,0.0660779618760384
Zm00001d051567,0.6299586889149628,2.9805714092249347,0.003821589593678539,0.06840711994814186,0.0035019481571894624,0.06246390889273527
Zm00001d029806,0.9336215221121615,3.0071518312828514,0.0038225092425072343,0.06840711994814186,0.006070299406296496,0.08458575504758321
Zm00001d006027,-0.5478788337677348,-2.974439380091851,0.003846057455171191,0.06874814208007811,0.0038101032374851045,0.06516901698617887
Zm00001d034555,0.9369173774459334,2.986229182209427,0.003847914851808195,0.06874814208007811,0.006576216018758339,0.08763161948934958
Zm00001d006131,0.581397847804916,3.013011610714717,0.0038614489860244196,0.06886037855258398,0.06868111495137287,0.29345320898915317
Zm00001d050384,0.3695216572994031,2.9741091985065653,0.003862569398834825,0.06886037855258398,0.01484478649764576,0.13082987660562526
Zm00001d002961,-0.5554142698731599,-2.974351106272002,0.003865866904394101,0.06886037855258398,0.005023501581349557,0.07575132537781568
Zm00001d051130,0.6996193992212312,2.9727647308837626,0.0038669169816173505,0.06886037855258398,0.004029018134812175,0.06675161338272596
Zm00001d048573,-0.5871389933808264,-2.978671669758211,0.0038782737919083555,0.06900586745273914,0.005909620834058019,0.08374799053710232
Zm00001d018655,-0.39272300274354544,-3.0040075386346112,0.003883391588011364,0.06901054125772142,0.007119737281947853,0.09138754659353814
Zm00001d044219,-0.9211278091875097,-2.9935549192426185,0.003884910399610345,0.06901054125772142,0.05923134083016512,0.27370795013580784
Zm00001d048898,0.6832896942970232,2.9713458749667234,0.0038897545314419374,0.06903995460970797,0.0002535840254337828,0.015044132840392145
Zm00001d035552,0.9298472642003901,2.9781442595497,0.003899569253152662,0.06915747142323321,0.000886049743978372,0.029608828944610602
Zm00001d000709,0.5072271556313342,2.9792404454730836,0.003906815625734106,0.06922928441869586,0.012655847130000779,0.12079352181311342
Zm00001d016358,0.8177570910864249,2.9704811910277487,0.003928338926142088,0.06947206286288173,0.0055997133713744755,0.08110782163461062
Zm00001d030009,1.0554277947768496,2.980789479584325,0.003928403198561086,0.06947206286288173,0.007907074200395334,0.09528090413765196
Zm00001d028140,0.7313051596923079,2.9813351498913296,0.003930141175165333,0.06947206286288173,0.01539497879495357,0.1335588424783352
Zm00001d018650,-0.5039286874214737,-2.986977122313557,0.003938779117495959,0.06953375002178627,0.03118438406718604,0.1951073830080458
Zm00001d025055,-0.7882695008371798,-2.965921306870017,0.003940053166931364,0.06953375002178627,0.006403513482180439,0.08660941970214567
Zm00001d033568,0.46340714716868303,2.9825384610820223,0.00395294830565791,0.0696762589293501,0.004755990069633058,0.07361415937657916
Zm00001d005570,0.6686614071666375,2.9968564940304576,0.003957241817792505,0.0696762589293501,0.016351913109181184,0.13729520219705674
Zm00001d025146,-0.36555509598398134,-2.979261503950141,0.003957781402193618,0.0696762589293501,0.024636402329696907,0.1722003408803282
Zm00001d008651,-0.9455093514152138,-2.9638962615734967,0.003973597429623752,0.06989787062637914,0.004029018134812175,0.06675161338272596
Zm00001d002933,-0.49844413480944283,-3.0012628169746036,0.003980060713043374,0.06995473594175423,0.0055997133713744755,0.08110782163461062
Zm00001d019093,-0.4022393011580343,-2.9643301617830855,0.003987894134306202,0.07003557143898338,0.004888090613002617,0.0746450734372064
Zm00001d017398,-0.6209351711422872,-2.9964256744163245,0.004004588592993503,0.07027176774123284,0.0015923056110593076,0.04032723473903889
Zm00001d036656,0.5802722413115771,2.9627666382984628,0.0040117188089493,0.07033988590201469,0.004501437649622688,0.0712009721438493
Zm00001d017096,0.6792202323651999,2.961815773901557,0.004026696579468534,0.07054537842379582,0.001210199567517542,0.03461778260901566
Zm00001d050166,-0.6672144067012509,-3.0093761573018027,0.004031064391692783,0.07056480868044909,0.0010364568553676444,0.0323859116105786
Zm00001d020088,0.39662809561475726,3.010566067007166,0.004041620910448911,0.07063793782217981,0.024918789847762766,0.17255883446224973
Zm00001d029418,0.8620248015490724,2.957283607964874,0.004041766184616273,0.07063793782217981,0.0037047495274648927,0.06422950061467156
Zm00001d012996,0.8430784818334782,2.9581685647743274,0.004045821383243829,0.07065178728448539,0.004259291469772705,0.06908666478386379
Zm00001d035551,0.3488156695334039,2.956311029047586,0.0040536363430903905,0.07070441746385317,0.002952668946694011,0.05775708524996577
Zm00001d025771,0.3490416704538164,2.9904100531854634,0.0040583077722761,0.07070441746385317,0.016351913109181184,0.13729520219705674
Zm00001d032215,0.6126136634058764,2.980119506057338,0.004058630779882216,0.07070441746385317,0.013461430066720672,0.12409272314379288
Zm00001d008681,0.6672447159775494,2.9677574507368396,0.004073358763131926,0.0709039474733591,0.0034043832582438768,0.06163755440970979
Zm00001d037641,-0.30862092870386865,-2.981802370490695,0.004080234165918771,0.07096657881831733,0.05520568654247889,0.2648845416332457
Zm00001d046961,1.109430076020106,2.9539420714350673,0.004086031633198,0.07101037639267214,0.0037047495274648927,0.06422950061467156
Zm00001d033110,1.0237056650252132,2.976363930625168,0.004100030480164514,0.07111177058059606,0.0006235581698298494,0.024416869094928677
Zm00001d026313,0.36739850359257087,2.9521496287786513,0.004103826578600355,0.07111177058059606,0.012499950294346307,0.1196613278840738
Zm00001d039070,0.8198073985416372,2.9591475140423404,0.004104940651297024,0.07111177058059606,0.010622663623976633,0.11066287951154626
Zm00001d011197,0.8743527829529976,2.9522170057093287,0.004105001996201399,0.07111177058059606,0.0006868611967479341,0.0257323397134598
Zm00001d026478,-0.4217127209283772,-2.9519415442661305,0.004108783411883042,0.07112038049633525,0.006934240172591494,0.09002040569382268
Zm00001d024835,0.5971554633089324,2.9879341842381857,0.00412384631692344,0.07129040621818333,0.02221724971237969,0.1632481592371462
Zm00001d013193,-0.42247759910566174,-2.9555939373517135,0.004125190680307735,0.07129040621818333,0.001498870820393463,0.03896344387130858
Zm00001d027758,0.5965538807793846,2.9610406914737197,0.004146076938377242,0.0715942185196338,0.02667266571725027,0.17870355923308706
Zm00001d039102,1.0100434646323326,2.9499555887714735,0.0041644288532951285,0.07185381863685475,0.0421956328976883,0.22997841297924554
Zm00001d015956,-0.42028422283124023,-2.947214495721453,0.004183595686867788,0.07209892605655276,0.004627128987877176,0.07244819313340012
Zm00001d039036,-0.737603411846254,-2.954977291507657,0.004185430193993831,0.07209892605655276,0.02549198292091309,0.17490601969881242
Zm00001d037766,-0.505249783832987,-2.9465574849855978,0.004189704727867636,0.07209892605655276,0.002209158128800634,0.04836917100207172
Zm00001d007035,0.4651577612890625,2.947291028355971,0.004191952891160983,0.07209892605655276,0.0055997133713744755,0.08110782163461062
Zm00001d006130,0.6723620710236375,2.959453087318177,0.004206927738418548,0.07229905813310733,0.00888530433592556,0.10126441057375372
Zm00001d023468,0.33718753097884197,2.9776151425313016,0.004231499355886326,0.0726248064603283,0.05300952030011863,0.2601106169451096
Zm00001d018927,-0.6480255549183997,-2.970468090654279,0.004238664096069571,0.0726248064603283,0.0034043832582438768,0.06163755440970979
Zm00001d013631,0.290676553582081,2.9409227740008594,0.004239157058035092,0.0726248064603283,0.004888090613002617,0.0746450734372064
Zm00001d042684,0.6662608007313887,2.9753619829828395,0.004239297837159647,0.0726248064603283,0.024918789847762766,0.17255883446224973
Zm00001d023908,0.710493417505607,2.938492596313545,0.00427295577119406,0.07314354487702465,0.0012480263378418874,0.03518849260368259
Zm00001d053818,-0.8747424582017747,-2.9375463721597135,0.004288443950652933,0.07326549770085229,0.0015449378366970982,0.03940410355222493
Zm00001d024539,-0.6030572582652103,-2.9394750051512375,0.004290722580326201,0.07326549770085229,0.0005749979356035503,0.023360235079848555
Zm00001d023461,-0.6008330499656711,-2.9378655866493637,0.004291903764253368,0.07326549770085229,0.004142703286677492,0.06770271469412409
Zm00001d036735,0.4516316799860272,2.9519327494742496,0.004294406903369236,0.07326549770085229,0.005752785517870856,0.08260664297345857
Zm00001d024268,0.8178513717882385,2.9376205850619495,0.004296997417570999,0.07326549770085229,0.0027878345881595878,0.055741246696221346
Zm00001d001951,0.3899005779198603,2.9406273895416746,0.004306095420460328,0.07336285620349957,0.008329267131090444,0.09775715471904198
Zm00001d011174,0.9026551262621565,2.9404909821426624,0.004310824990132892,0.07338569523296984,0.008547834060701528,0.09882263681283017
Zm00001d037174,-0.44329654173206023,-2.936250214053304,0.004321894117273388,0.07351633559735896,0.0055997133713744755,0.08110782163461062
Zm00001d038908,1.187808401040296,2.9511119313112992,0.004332659188434062,0.07363023633467554,0.02790028290564711,0.18368887991452798
Zm00001d015208,0.713217645450976,2.933231947261462,0.004335390751210461,0.07363023633467554,0.006070299406296496,0.08458575504758321
Zm00001d047255,0.8976281619704896,2.943671156418043,0.0043449075076952125,0.07364281392636719,0.0009736626639759557,0.03114282322856033
Zm00001d022041,-0.6695831362631264,-2.9676818602352806,0.004347941838894301,0.07364281392636719,0.014487687274991752,0.1292077348651859
Zm00001d006520,0.5534241160076542,2.9387536889029136,0.004348117278373078,0.07364281392636719,0.006152105312109425,0.0855580371793579
Zm00001d046905,-0.6201897609701916,-2.935539303399791,0.004349734876319554,0.07364281392636719,0.002082831284128008,0.04668905654918
Zm00001d005693,0.5420446488763111,2.958734593363272,0.004354442045628031,0.07366491254377296,0.011599786011880811,0.11516816428302022
Zm00001d016675,0.6396342675602411,2.935021352884181,0.004371701605140323,0.07389916202787553,0.0036020508903358834,0.06367249794231283
Zm00001d050655,-0.557125212473473,-3.007846923432276,0.004379263212692838,0.07391739211069275,0.09735603009536847,0.34885776529622853
Zm00001d045106,0.5687106850764554,2.951304955750977,0.004379607189342329,0.07391739211069275,0.004501437649622688,0.0712009721438493
Zm00001d012380,0.7424167508315049,2.9298908516726687,0.004397647657776738,0.07409186242063008,0.003171202700242312,0.06004579703472978
Zm00001d013583,-0.23065994313738702,-2.9287534743685515,0.004399984264428518,0.07409186242063008,0.011312778494466439,0.11346313363556103
Zm00001d029378,0.5170959843993685,2.929254082331835,0.004400209433496365,0.07409186242063008,0.0036020508903358834,0.06367249794231283
Zm00001d037615,0.37618895532197727,2.99417293833329,0.004409762312351626,0.07416681844708635,0.04494153102137743,0.23793738697723882
Zm00001d020642,0.48337251947680127,2.9297904215148747,0.004411511136965329,0.07416681844708635,0.008771514636675774,0.10017846937899641
Zm00001d014650,-0.7597682599302829,-2.933105545862892,0.004418712523510062,0.07423025677586259,0.007907074200395334,0.09528090413765196
Zm00001d012569,0.512129200058387,2.970428764284303,0.004424927471608889,0.07425784773090748,0.01777927719321097,0.14413795145705366
Zm00001d006159,0.7854086291293729,2.929219461719467,0.004428589474432025,0.07425784773090748,0.00530454496015746,0.07824565161256787
Zm00001d002419,-0.5314076475957745,-2.966168339070966,0.004430642803562042,0.07425784773090748,0.012813462621442761,0.12079352181311342
Zm00001d009814,0.5388703069044973,2.940876438781242,0.004462385767034718,0.0747320196437508,0.01596304117571492,0.13534208833944042
Zm00001d044925,0.9721943147327283,2.9234578113380265,0.004468094537832404,0.07476979839429898,0.006753095905314478,0.0881975505028225
Zm00001d030985,-0.6675883526421797,-2.9394631967806113,0.004503966960769933,0.0753118923308974,0.023265675952031703,0.1671516081835748
Zm00001d031617,0.8159703740453503,2.921649291636688,0.0045502573708044265,0.07602721690385729,0.037127980206568385,0.2145062122179914
Zm00001d004734,-0.5825085619809043,-2.935865184995837,0.004561257889582047,0.07615225778026959,0.005450325654699191,0.0797441565722002
Zm00001d026148,0.43660814696532146,2.923130859790692,0.004565816743778267,0.07616964234959521,0.008547834060701528,0.09882263681283017
Zm00001d013966,0.5611062715095723,2.9156954684085457,0.0045745702211385745,0.0762381910661168,0.015582323918687736,0.1337905004501444
Zm00001d020609,0.6507480775390269,2.9147617322179076,0.00457696722942421,0.0762381910661168,0.0010364568553676444,0.0323859116105786
Zm00001d017046,-0.35499634876749964,-2.9278499383835412,0.004585857008408145,0.07631291630513116,0.026076548369831337,0.1766223266813662
Zm00001d012978,0.8415700147340397,2.9507527583412663,0.00458850175622429,0.07631291630513116,0.04685463845168205,0.24342378623625796
Zm00001d039166,-0.5440631958178246,-2.9174532839871805,0.004598331788139272,0.07637743500082372,0.0055997133713744755,0.08110782163461062
Zm00001d020041,-0.7023308831872619,-2.9516547071880908,0.004600177325940406,0.07637743500082372,0.10561247345407938,0.3632934869221025
Zm00001d007455,-0.49940958046873796,-2.9454988787030945,0.00460325198715856,0.07637743500082372,0.0007560954931423179,0.027017313215352726
Zm00001d014689,0.5364126555712709,2.917233427321693,0.004606489799163008,0.07637743500082372,0.012193249662041418,0.11802978461414612
Zm00001d034044,-0.5420459339644248,-2.9257969077812587,0.004614712664457637,0.07640609838427863,0.004259291469772705,0.06908666478386379
Zm00001d015394,-0.5399367710714698,-2.9119655903499075,0.0046166431583272525,0.07640609838427863,0.0036530720487769623,0.06422950061467156
Zm00001d019724,-1.0694377844139236,-2.912611350266509,0.004619784443675995,0.07640609838427863,0.01189323593262337,0.11695555444369958
Zm00001d039328,0.8883272099582253,2.9238094475823955,0.004623917981534282,0.07640609838427863,0.0034043832582438768,0.06163755440970979
Zm00001d007571,0.6641532820040688,2.9284737787244683,0.004629376715542347,0.07640609838427863,0.0001351289087733258,0.011474828982657243
Zm00001d024302,-0.24878719219658302,-2.9540976342510925,0.00462938953912319,0.07640609838427863,0.08962383759681836,0.3340300480759905
Zm00001d011534,-0.6391096016790536,-2.9163412646782065,0.004677716436979954,0.07714491372914237,0.011312778494466439,0.11346313363556103
Zm00001d037899,0.823976965036656,2.906534753832782,0.0046857168351255585,0.07720926173995614,0.0062349026816766765,0.0855580371793579
Zm00001d053975,0.7407730556763261,2.9243230053852307,0.004691108002940594,0.07720926173995614,0.010489221447291025,0.1097263774007922
Zm00001d041789,-0.4257735679256678,-2.9345622034864314,0.004693759384080687,0.07720926173995614,0.001454072307426334,0.03816543241819374
Zm00001d049413,-0.8969757631510444,-2.9331223310111927,0.004695880563014789,0.07720926173995614,0.02170861937526363,0.16120659943482807
Zm00001d021977,-0.5113920967819137,-2.9072634858521824,0.004706942870026534,0.0773324286096772,0.005909620834058019,0.08374799053710232
Zm00001d012633,-0.3879296171181572,-2.913556026026683,0.004717930332051155,0.07740411693351909,0.01596304117571492,0.13534208833944042
Zm00001d045470,0.4918908342469337,2.934468532583258,0.004718455451752341,0.07740411693351909,0.10004884838616508,0.35267096906300155
Zm00001d020414,-0.5551386679164159,-2.929315161884368,0.004732614380596923,0.07757761680351687,0.0026314456433343997,0.05421629301690113
Zm00001d018149,0.5754625847814774,2.9027312930385567,0.0047368416967627225,0.07758817708146747,0.0035019481571894624,0.06246390889273527
Zm00001d013743,0.6113414937166023,2.9174238430146486,0.0047529020796364336,0.07779239730343714,0.014138184601076529,0.1277747284439529
Zm00001d017202,0.4045282534229029,2.9757874672034244,0.004789184012583861,0.07821180060339489,0.0727928237908172,0.3021383565969629
Zm00001d042551,-0.5570845063571642,-2.8995676895195523,0.004793737360039411,0.07821180060339489,0.004955377809802106,0.07556602189679916
Zm00001d023410,-1.2952232111687327,-2.8991445477258706,0.0047981061486920395,0.07821180060339489,0.008771514636675774,0.10017846937899641
Zm00001d034651,0.6624196181473394,2.9153651872673283,0.004798482687232238,0.07821180060339489,0.0034043832582438768,0.06163755440970979
Zm00001d032567,-0.22298163396165194,-2.89870238187206,0.004799006404018447,0.07821180060339489,0.008329267131090444,0.09775715471904198
Zm00001d009936,-0.8620141295070267,-2.898184128005025,0.004800197792643937,0.07821180060339489,0.009970244811477794,0.1070380174257512
Zm00001d045757,0.5893063932801542,2.921062390742823,0.004803841780169026,0.0782123232389324,0.019314663033992374,0.15066272094310912
Zm00001d022077,0.26379074771353395,2.902344308330569,0.004815936360223342,0.07835032753138711,0.006934240172591494,0.09002040569382268
